_id,eip,fromStatus,toStatus,title,status,author,created,changeDate,type,category,discussion,deadline,requires,pr,changedDay,changedMonth,changedYear,createdMonth,createdYear,__v,repo
67982bd716b666d4883abed4,1011,Draft,Stagnant,Hybrid Casper FFG,Stagnant,"Danny Ryan (@djrtwo), Chih-Cheng Liang (@ChihChengLiang)",2018-04-20T00:00:00.000Z,2021-10-10T00:00:00.000Z,Standards Track,Core,https://github.com/djrtwo/EIPs/issues/5,undefined,undefined,3988,10,10,2021,4,2018,0,eip
67982bd716b666d4883abed9,1013,Idea,Draft,"""Hardfork Meta: Constantinople""",Draft,Nick Savers (@nicksavers),2018-04-20T00:00:00.000Z,2018-04-19T00:00:00.000Z,Meta,Meta,undefined,undefined,"145, 210",1013,19,4,2018,4,2018,0,eip
67982bd816b666d4883abedd,1013,Draft,Final,"""Hardfork Meta: Constantinople""",Final,Nick Savers (@nicksavers),2018-04-20T00:00:00.000Z,2020-09-30T00:00:00.000Z,Meta,Meta,undefined,undefined,"145, 609, 1014, 1052, 1234, 1283",2947,30,9,2020,4,2018,0,eip
67982bd816b666d4883abee0,1013,Final,Draft,"""Hardfork Meta: Constantinople""",Draft,Nick Savers (@nicksavers),2018-04-20T00:00:00.000Z,2019-03-08T00:00:00.000Z,Meta,Meta,undefined,undefined,"145, 1014, 1052, 1234, 1283",1731,8,3,2019,4,2018,0,eip
67982bd816b666d4883abee3,1013,Draft,Final,"""Hardfork Meta: Constantinople""",Final,Nick Savers (@nicksavers),2018-04-20T00:00:00.000Z,2019-02-28T00:00:00.000Z,Meta,Meta,undefined,undefined,"145, 1014, 1052, 1234, 1283",1790,28,2,2019,4,2018,0,eip
67982bd916b666d4883abee9,1014,Idea,Draft,Skinny CREATE2,Draft,Vitalik Buterin (@vbuterin),2018-04-20T00:00:00.000Z,2018-06-17T00:00:00.000Z,Standards Track,Core,undefined,undefined,undefined,1014,17,6,2018,4,2018,0,eip
67982bd916b666d4883abeec,1014,Accepted,Final,Skinny CREATE2,Final,Vitalik Buterin (@vbuterin),2018-04-20T00:00:00.000Z,2019-02-28T00:00:00.000Z,Standards Track,Core,undefined,undefined,undefined,1787,28,2,2019,4,2018,0,eip
67982bda16b666d4883abeef,1014,Draft,Accepted,Skinny CREATE2,Accepted,Vitalik Buterin (@vbuterin),2018-04-20T00:00:00.000Z,2019-01-22T00:00:00.000Z,Standards Track,Core,undefined,undefined,undefined,1689,22,1,2019,4,2018,0,eip
67982bdb16b666d4883abef5,1015,Idea,Draft,Configurable On Chain Issuance,Draft,Alex Van de Sande <avsa@ethereum.org>,2018-04-20T00:00:00.000Z,2018-04-23T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-dynamic-block-rewards-with-governance-contract/204,undefined,undefined,1015,23,4,2018,4,2018,0,eip
67982bdb16b666d4883abef8,1015,Draft,Stagnant,Configurable On Chain Issuance,Stagnant,Alex Van de Sande <avsa@ethereum.org>,2018-04-20T00:00:00.000Z,2021-10-10T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-dynamic-block-rewards-with-governance-contract/204,undefined,undefined,3989,10,10,2021,4,2018,0,eip
67982bdb16b666d4883abefb,1015,Deferred,Draft,Configurable On Chain Issuance,Draft,Alex Van de Sande <avsa@ethereum.org>,2018-04-20T00:00:00.000Z,2019-07-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-dynamic-block-rewards-with-governance-contract/204,undefined,undefined,2162,17,7,2019,4,2018,0,eip
67982bdc16b666d4883abeff,1015,Draft,Deferred,Configurable On Chain Issuance,Deferred,Alex Van de Sande <avsa@ethereum.org>,2018-04-20T00:00:00.000Z,2019-03-22T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-dynamic-block-rewards-with-governance-contract/204,undefined,undefined,1859,22,3,2019,4,2018,0,eip
67982bdc16b666d4883abf04,1051,Idea,Draft,Overflow checking for the EVM,Draft,Nick Johnson <arachnid@notdot.net>,2018-05-02T00:00:00.000Z,2018-05-01T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-arithmetic-overflow-detection-for-the-evm/261,undefined,undefined,1051,1,5,2018,5,2018,0,eip
67982bdd16b666d4883abf07,1051,Draft,Stagnant,Overflow checking for the EVM,Stagnant,Nick Johnson <arachnid@notdot.net>,2018-05-02T00:00:00.000Z,2021-10-10T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-arithmetic-overflow-detection-for-the-evm/261,undefined,undefined,3991,10,10,2021,5,2018,0,eip
67982bde16b666d4883abf0d,1052,Idea,Draft,EXTCODEHASH opcode,Draft,Nick Johnson <arachnid@notdot.net>,2018-05-02T00:00:00.000Z,2018-05-01T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/extcodehash-opcode/262,undefined,undefined,1052,1,5,2018,5,2018,0,eip
67982bde16b666d4883abf10,1052,Accepted,Final,EXTCODEHASH opcode,Final,"Nick Johnson <arachnid@notdot.net>, Paweł Bylica <pawel@ethereum.org>",2018-05-02T00:00:00.000Z,2019-02-28T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/extcodehash-opcode/262,undefined,undefined,1787,28,2,2019,5,2018,0,eip
67982bde16b666d4883abf14,1052,Draft,Accepted,EXTCODEHASH opcode,Accepted,"Nick Johnson <arachnid@notdot.net>, Paweł Bylica <pawel@ethereum.org>",2018-05-02T00:00:00.000Z,2019-01-22T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/extcodehash-opcode/262,undefined,undefined,1689,22,1,2019,5,2018,0,eip
67982bdf16b666d4883abf19,1057,Idea,Draft,"ProgPoW, a Programmatic Proof-of-Work",Draft,IfDefElse <ifdefelse@protonmail.com>,2018-05-02T00:00:00.000Z,2018-11-22T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-progpow-a-programmatic-proof-of-work/272,undefined,undefined,1618,22,11,2018,5,2018,0,eip
67982bdf16b666d4883abf1c,1057,Final,Stagnant,"ProgPoW, a Programmatic Proof-of-Work",Stagnant,"Greg Colvin <greg@colvin.org>, Andrea Lanfranchi (@AndreaLanfranchi), Michael Carter (@bitsbetrippin), IfDefElse <ifdefelse@protonmail.com>",2018-05-02T00:00:00.000Z,2021-10-10T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-progpow-a-programmatic-proof-of-work/272,undefined,undefined,3993,10,10,2021,5,2018,0,eip
67982be016b666d4883abf1f,1057,Review,Final,"ProgPoW, a Programmatic Proof-of-Work",Final,"Greg Colvin <greg@colvin.org>, Andrea Lanfranchi (@AndreaLanfranchi), Michael Carter (@bitsbetrippin), IfDefElse <ifdefelse@protonmail.com>",2018-05-02T00:00:00.000Z,2020-11-06T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-progpow-a-programmatic-proof-of-work/272,undefined,undefined,3096,6,11,2020,5,2018,0,eip
67982be016b666d4883abf22,1057,Accepted,Review,"ProgPoW, a Programmatic Proof-of-Work",Review,"Greg Colvin <greg@colvin.org>, Andrea Lanfranchi (@AndreaLanfranchi), Michael Carter (@bitsbetrippin), IfDefElse <ifdefelse@protonmail.com>",2018-05-02T00:00:00.000Z,2020-11-06T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-progpow-a-programmatic-proof-of-work/272,undefined,undefined,3097,6,11,2020,5,2018,0,eip
67982be116b666d4883abf25,1057,Draft,Accepted,"ProgPoW, a Programmatic Proof-of-Work",Accepted,IfDefElse <ifdefelse@protonmail.com>,2018-05-02T00:00:00.000Z,2020-03-10T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-progpow-a-programmatic-proof-of-work/272,undefined,undefined,2556,10,3,2020,5,2018,0,eip
67982be116b666d4883abf2b,107,Idea,Draft,"safe ""eth_sendTransaction"" authorization via html popup",Draft,Ronan Sandford <wighawag@gmail.com>,2016-06-05T00:00:00.000Z,2018-03-20T00:00:00.000Z,Standards Track,Interface,undefined,undefined,undefined,940,20,3,2018,6,2016,0,eip
67982be216b666d4883abf2e,107,Draft,Stagnant,"safe ""eth_sendTransaction"" authorization via html popup",Stagnant,Ronan Sandford (@wighawag),2016-06-05T00:00:00.000Z,2021-10-10T00:00:00.000Z,Standards Track,Interface,undefined,undefined,undefined,3996,10,10,2021,6,2016,0,eip
67982be216b666d4883abf34,1087,Idea,Draft,Net gas metering for SSTORE operations,Draft,Nick Johnson (@arachnid),2018-05-17T00:00:00.000Z,2018-05-16T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-net-storage-gas-metering-for-the-evm/383,undefined,undefined,1087,16,5,2018,5,2018,0,eip
67982be316b666d4883abf37,1087,Draft,Stagnant,Net gas metering for SSTORE operations,Stagnant,Nick Johnson (@arachnid),2018-05-17T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-net-storage-gas-metering-for-the-evm/383,undefined,undefined,4228,17,10,2021,5,2018,0,eip
67982be316b666d4883abf3c,1102,Idea,Draft,Opt-in web3 access,Draft,Paul Bouchon <mail@bitpshr.net>,2018-05-04T00:00:00.000Z,2018-05-31T00:00:00.000Z,Standards Track,Interface,https://ethereum-magicians.org/t/opt-in-web3-access/414,undefined,undefined,1102,31,5,2018,5,2018,0,eip
67982be416b666d4883abf40,1102,Draft,Stagnant,Opt-in account exposure,Stagnant,"Paul Bouchon <mail@bitpshr.net>, Erik Marks (@rekmarks)",2018-05-04T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Interface,https://ethereum-magicians.org/t/eip-1102-opt-in-provider-access/414,undefined,1474,4229,17,10,2021,5,2018,0,eip
67982be516b666d4883abf45,1108,Idea,Draft,Reduce alt_bn128 precompile gas costs,Draft,Antonio Salazar Cardozo (@shadowfiend),2018-05-21T00:00:00.000Z,2018-06-03T00:00:00.000Z,Standards Track,Core,undefined,undefined,"196, 197",1108,3,6,2018,5,2018,0,eip
67982be516b666d4883abf48,1108,Last Call,Final,Reduce alt_bn128 precompile gas costs,Final,"Antonio Salazar Cardozo (@shadowfiend), Zachary Williamson (@zac-williamson)",2018-05-21T00:00:00.000Z,2019-12-04T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1108-reduce-alt-bn128-precompile-gas-costs/3206,undefined,"196, 197",2410,4,12,2019,5,2018,0,eip
67982be516b666d4883abf4c,1108,Final,Last Call,Reduce alt_bn128 precompile gas costs,Last Call,"Antonio Salazar Cardozo (@shadowfiend), Zachary Williamson (@zac-williamson)",2018-05-21T00:00:00.000Z,2019-11-30T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1108-reduce-alt-bn128-precompile-gas-costs/3206,2019-12-02,"196, 197",2409,30,11,2019,5,2018,0,eip
67982be616b666d4883abf4f,1108,Draft,Final,Reduce alt_bn128 precompile gas costs,Final,"Antonio Salazar Cardozo (@shadowfiend), Zachary Williamson (@zac-williamson)",2018-05-21T00:00:00.000Z,2019-11-05T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1108-reduce-alt-bn128-precompile-gas-costs/3206,undefined,"196, 197",2295,5,11,2019,5,2018,0,eip
67982be616b666d4883abf54,1109,Idea,Draft,Remove CALL costs for precompiled contracts,Draft,Jordi Baylina (@jbaylina),2018-05-22T00:00:00.000Z,2018-05-21T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1109-remove-call-costs-for-precompiled-contracts/447,undefined,undefined,1109,21,5,2018,5,2018,0,eip
67982be716b666d4883abf58,1109,Draft,Stagnant,PRECOMPILEDCALL opcode (Remove CALL costs for precompiled contracts),Stagnant,Jordi Baylina (@jbaylina),2018-05-22T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1109-remove-call-costs-for-precompiled-contracts/447,undefined,undefined,4230,17,10,2021,5,2018,0,eip
67982be816b666d4883abf5d,1153,Idea,Draft,Transient storage opcodes,Draft,Alexey Akhunov (@AlexeyAkhunov),2018-06-15T00:00:00.000Z,2020-08-09T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,undefined,undefined,2860,9,8,2020,6,2018,0,eip
67982be816b666d4883abf60,1153,Last Call,Final,Transient storage opcodes,Final,"Alexey Akhunov (@AlexeyAkhunov), Moody Salem (@moodysalem)",2018-06-15T00:00:00.000Z,2024-03-29T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,undefined,"2200, 3529",8333,29,3,2024,6,2018,0,eip
67982be816b666d4883abf64,1153,Review,Last Call,Transient storage opcodes,Last Call,"Alexey Akhunov (@AlexeyAkhunov), Moody Salem (@moodysalem)",2018-06-15T00:00:00.000Z,2022-11-28T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,2022-12-08,"2200, 3529",6057,28,11,2022,6,2018,0,eip
67982be916b666d4883abf67,1153,Draft,Review,Transient storage opcodes,Review,"Alexey Akhunov (@AlexeyAkhunov), Moody Salem (@moodysalem)",2018-06-15T00:00:00.000Z,2022-03-26T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,undefined,"2200, 3529",4942,26,3,2022,6,2018,0,eip
67982be916b666d4883abf6a,1153,Stagnant,Draft,Transient storage opcodes,Draft,Alexey Akhunov (@AlexeyAkhunov),2018-06-15T00:00:00.000Z,2021-12-09T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,undefined,undefined,4545,9,12,2021,6,2018,0,eip
67982be916b666d4883abf6e,1153,Draft,Stagnant,Transient storage opcodes,Stagnant,Alexey Akhunov (@AlexeyAkhunov),2018-06-15T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-transient-storage-opcodes/553,undefined,undefined,4233,17,10,2021,6,2018,0,eip
67982bea16b666d4883abf73,1186,Idea,Draft,RPC-Method to get Merkle Proofs - eth_getProof ,Draft,"Simon Jentzsch <simon.jentzsch@slock.it>, Christoph Jentzsch <christoph.jentzsch@slock.it>",2018-06-24T00:00:00.000Z,2018-10-16T00:00:00.000Z,Standards Track,Interface,https://github.com/ethereum/EIPs/issues/1186,undefined,undefined,1436,16,10,2018,6,2018,0,eip
67982bea16b666d4883abf76,1186,Draft,Stagnant,RPC-Method to get Merkle Proofs - eth_getProof,Stagnant,"Simon Jentzsch <simon.jentzsch@slock.it>, Christoph Jentzsch <christoph.jentzsch@slock.it>",2018-06-24T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Interface,https://github.com/ethereum/EIPs/issues/1186,undefined,1474,4237,17,10,2021,6,2018,0,eip
67982beb16b666d4883abf7c,1193,Idea,Draft,Ethereum Provider API,Draft,"Ryan Ghods (@ryanio), Marc Garreau (@marcgarreau)",2018-06-30T00:00:00.000Z,2018-07-16T00:00:00.000Z,Standards Track,Interface,https://ethereum-magicians.org/t/eip-1193-ethereum-provider/640,undefined,1102,1193,16,7,2018,6,2018,0,eip
67982bec16b666d4883abf7f,1193,Last Call,Final,Ethereum Provider JavaScript API,Final,"Fabian Vogelsteller (@frozeman), Ryan Ghods (@ryanio), Victor Maia (@MaiaVictor), Marc Garreau (@marcgarreau), Erik Marks (@rekmarks)",2018-06-30T00:00:00.000Z,2020-09-05T00:00:00.000Z,Standards Track,Interface,https://github.com/ethereum/EIPs/issues/2319,undefined,"155, 695",2699,5,9,2020,6,2018,0,eip
67982bec16b666d4883abf82,1193,Draft,Last Call,Ethereum Provider JavaScript API,Last Call,"Fabian Vogelsteller (@frozeman), Ryan Ghods (@ryanio), Victor Maia (@MaiaVictor), Marc Garreau (@marcgarreau), Erik Marks (@rekmarks)",2018-06-30T00:00:00.000Z,2020-04-24T00:00:00.000Z,Standards Track,Interface,https://github.com/ethereum/EIPs/issues/2319,2020-06-04,"155, 695, 1102, 1474, 1767",2610,24,4,2020,6,2018,0,eip
67982bed16b666d4883abf88,1227,Idea,Draft,Defuse Difficulty Bomb and Reset Block Reward,Draft,SmeargleUsedFly (@SmeargleUsedFly),2018-07-18T00:00:00.000Z,2018-07-18T00:00:00.000Z,Standards Track,Core,https://github.com/ethereum/EIPs/issues/1227,undefined,649,1235,18,7,2018,7,2018,0,eip
67982bed16b666d4883abf8b,1227,Draft,Stagnant,Defuse Difficulty Bomb and Reset Block Reward,Stagnant,SmeargleUsedFly (@SmeargleUsedFly),2018-07-18T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://github.com/ethereum/EIPs/issues/1227,undefined,649,4240,17,10,2021,7,2018,0,eip
67982bee16b666d4883abf90,1234,Idea,Draft,Constantinople Difficulty Bomb Delay and Block Reward Adjustment,Draft,Afri Schoedon (@5chdn),2018-07-19T00:00:00.000Z,2018-07-19T00:00:00.000Z,Standards Track,Core,https://github.com/ethereum/EIPs/pull/1234,undefined,undefined,1234,19,7,2018,7,2018,0,eip
67982bee16b666d4883abf93,1234,Accepted,Final,Constantinople Difficulty Bomb Delay and Block Reward Adjustment,Final,Afri Schoedon (@5chdn),2018-07-19T00:00:00.000Z,2019-02-28T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1234-constantinople-difficulty-bomb-delay-and-block-reward-adjustment/833,undefined,undefined,1787,28,2,2019,7,2018,0,eip
67982bef16b666d4883abf96,1234,Draft,Accepted,Constantinople Difficulty Bomb Delay and Block Reward Adjustment,Accepted,Afri Schoedon (@5chdn),2018-07-19T00:00:00.000Z,2018-08-31T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1234-constantinople-difficulty-bomb-delay-and-block-reward-adjustment/833,undefined,undefined,1365,31,8,2018,7,2018,0,eip
67982bef16b666d4883abf9c,1240,Idea,Draft,Remove Difficulty Bomb,Draft,Micah Zoltu (@MicahZoltu),2018-07-21T00:00:00.000Z,2018-07-20T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/difficulty-bomb-removal/832,undefined,undefined,1240,20,7,2018,7,2018,0,eip
67982bf016b666d4883abf9f,1240,Abandoned,Withdrawn,Remove Difficulty Bomb,Withdrawn,Micah Zoltu (@MicahZoltu),2018-07-21T00:00:00.000Z,2020-11-06T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/difficulty-bomb-removal/832,undefined,undefined,3096,6,11,2020,7,2018,0,eip
67982bf016b666d4883abfa2,1240,Draft,Abandoned,Remove Difficulty Bomb,Abandoned,Micah Zoltu (@MicahZoltu),2018-07-21T00:00:00.000Z,2020-09-06T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/difficulty-bomb-removal/832,undefined,undefined,2828,6,9,2020,7,2018,0,eip
67982bf116b666d4883abfa8,1276,Idea,Draft,Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift,Draft,EOS Classic (@eosclassicteam),2018-07-31T00:00:00.000Z,2019-12-01T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1276-eliminate-difficulty-bomb-and-adjust-block-reward-on-constantinople-shift/908,undefined,undefined,2371,1,12,2019,7,2018,0,eip
67982bf116b666d4883abfab,1276,Draft,Stagnant,Eliminate Difficulty Bomb and Adjust Block Reward on Constantinople Shift,Stagnant,EOS Classic (@eosclassicteam),2018-07-31T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1276-eliminate-difficulty-bomb-and-adjust-block-reward-on-constantinople-shift/908,undefined,undefined,4242,17,10,2021,7,2018,0,eip
67982bf216b666d4883abfb1,1283,Idea,Draft,Net gas metering for SSTORE without dirty maps,Draft,Wei Tang (@sorpaas),2018-08-01T00:00:00.000Z,2018-08-06T00:00:00.000Z,Standards Track,Core,https://github.com/sorpaas/EIPs/issues/1,undefined,undefined,1283,6,8,2018,8,2018,0,eip
67982bf216b666d4883abfb4,1283,Accepted,Final,Net gas metering for SSTORE without dirty maps,Final,Wei Tang (@sorpaas),2018-08-01T00:00:00.000Z,2019-02-28T00:00:00.000Z,Standards Track,Core,https://github.com/sorpaas/EIPs/issues/1,undefined,undefined,1787,28,2,2019,8,2018,0,eip
67982bf316b666d4883abfb7,1283,Last Call,Accepted,Net gas metering for SSTORE without dirty maps,Accepted,Wei Tang (@sorpaas),2018-08-01T00:00:00.000Z,2018-11-26T00:00:00.000Z,Standards Track,Core,https://github.com/sorpaas/EIPs/issues/1,undefined,undefined,1565,26,11,2018,8,2018,0,eip
67982bf316b666d4883abfbb,1283,Draft,Last Call,Net gas metering for SSTORE without dirty maps,Last Call,Wei Tang (@sorpaas),2018-08-01T00:00:00.000Z,2018-10-15T00:00:00.000Z,Standards Track,Core,https://github.com/sorpaas/EIPs/issues/1,2018-10-29,undefined,1367,15,10,2018,8,2018,0,eip
67982bf416b666d4883abfc0,1285,Idea,Draft,Increase Gcallstipend gas in the CALL OPCODE,Draft,Ben Kaufman <ben@daostack.io>,2018-08-01T00:00:00.000Z,2018-08-02T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1285-increase-gcallstipend-gas-in-the-call-opcode/941,undefined,undefined,1286,2,8,2018,8,2018,0,eip
67982bf416b666d4883abfc3,1285,Draft,Stagnant,Increase Gcallstipend gas in the CALL opcode,Stagnant,"Ben Kaufman <ben@daostack.io>, Adam Levi <adam@daostack.io>",2018-08-01T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/eip-1285-increase-gcallstipend-gas-in-the-call-opcode/941,undefined,undefined,4243,17,10,2021,8,2018,0,eip
67982bf516b666d4883abfc9,1295,Idea,Draft,Modify Ethereum PoW Incentive Structure and Diffuse Difficulty Bomb,Draft,<Brian Venturo (@atlanticcrypto)>,2018-08-05T00:00:00.000Z,2018-08-05T00:00:00.000Z,Standards Track,Core,https://github.com/atlanticcrypto/Discussion/issues/1,undefined,undefined,1295,5,8,2018,8,2018,0,eip
67982bf516b666d4883abfcc,1295,Draft,Stagnant,Modify Ethereum PoW Incentive Structure and Delay Difficulty Bomb,Stagnant,Brian Venturo (@atlanticcrypto),2018-08-05T00:00:00.000Z,2021-10-17T00:00:00.000Z,Standards Track,Core,https://github.com/atlanticcrypto/Discussion/issues/1,undefined,undefined,4244,17,10,2021,8,2018,0,eip
67982bf616b666d4883abfd2,1344,Idea,Draft,ChainID opcode,Draft,Richard Meissner (@rmeissner),2018-08-22T00:00:00.000Z,2019-03-31T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/add-chain-id-opcode-for-replay-protection-when-handling-signed-messages-in-contracts/1131,undefined,undefined,1344,31,3,2019,8,2018,0,eip
67982bf616b666d4883abfd5,1344,Last Call,Final,ChainID opcode,Final,"Richard Meissner (@rmeissner), Bryant Eisenbach (@fubuloubu)",2018-08-22T00:00:00.000Z,2019-09-07T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/add-chain-id-opcode-for-replay-protection-when-handling-signed-messages-in-contracts/1131,undefined,155,2264,7,9,2019,8,2018,0,eip
67982bf716b666d4883abfd8,1344,Final,Last Call,ChainID opcode,Last Call,"Richard Meissner (@rmeissner), Bryant Eisenbach (@fubuloubu)",2018-08-22T00:00:00.000Z,2019-07-29T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/add-chain-id-opcode-for-replay-protection-when-handling-signed-messages-in-contracts/1131,undefined,155,2218,29,7,2019,8,2018,0,eip
67982bf716b666d4883abfdb,1344,Last Call,Final,ChainID opcode,Final,"Richard Meissner (@rmeissner), Bryant Eisenbach (@fubuloubu)",2018-08-22T00:00:00.000Z,2019-07-29T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/add-chain-id-opcode-for-replay-protection-when-handling-signed-messages-in-contracts/1131,2019-04-30,155,1994,29,7,2019,8,2018,0,eip
67982bf716b666d4883abfdf,1344,Draft,Last Call,ChainID opcode,Last Call,Richard Meissner (@rmeissner),2018-08-22T00:00:00.000Z,2019-04-17T00:00:00.000Z,Standards Track,Core,https://ethereum-magicians.org/t/add-chain-id-opcode-for-replay-protection-when-handling-signed-messages-in-contracts/1131,2019-04-30,undefined,1946,17,4,2019,8,2018,0,eip
